execution_mode,configured_num_folds,split_kind,outer_num_folds,test_fold_id,cv_spec_path,experiment_name,experiment_slug,experiment_path,search_name,search_slug,candidate_name,candidate_slug,candidate_index,cv_fold_id,fit_path
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,default,default,default__candidate_0005,default_candidate_0005,5,2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/default/candidates/default_candidate_0005/fold_2
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,default,default,default__candidate_0005,default_candidate_0005,5,3,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/default/candidates/default_candidate_0005/fold_3
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,default,default,default__candidate_0005,default_candidate_0005,5,4,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/default/candidates/default_candidate_0005/fold_4
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,default,default,default__candidate_0005,default_candidate_0005,5,5,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/default/candidates/default_candidate_0005/fold_5
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,default,default,default__candidate_0005,default_candidate_0005,5,6,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/default/candidates/default_candidate_0005/fold_6
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,default,default,default__candidate_0005,default_candidate_0005,5,7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/default/candidates/default_candidate_0005/fold_7
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,default,default,default__candidate_0006,default_candidate_0006,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/default/candidates/default_candidate_0006/fold_1
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,default,default,default__candidate_0006,default_candidate_0006,6,2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/default/candidates/default_candidate_0006/fold_2
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,default,default,default__candidate_0006,default_candidate_0006,6,3,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/default/candidates/default_candidate_0006/fold_3
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,default,default,default__candidate_0006,default_candidate_0006,6,4,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/default/candidates/default_candidate_0006/fold_4
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,default,default,default__candidate_0006,default_candidate_0006,6,5,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/default/candidates/default_candidate_0006/fold_5
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,default,default,default__candidate_0006,default_candidate_0006,6,6,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/default/candidates/default_candidate_0006/fold_6
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,default,default,default__candidate_0006,default_candidate_0006,6,7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/default/candidates/default_candidate_0006/fold_7
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,xi_zero,xi_zero,xi_zero__candidate_0001,xi_zero_candidate_0001,1,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0001/fold_1
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,xi_zero,xi_zero,xi_zero__candidate_0001,xi_zero_candidate_0001,1,2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0001/fold_2
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,xi_zero,xi_zero,xi_zero__candidate_0001,xi_zero_candidate_0001,1,3,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0001/fold_3
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,xi_zero,xi_zero,xi_zero__candidate_0001,xi_zero_candidate_0001,1,4,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0001/fold_4
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,xi_zero,xi_zero,xi_zero__candidate_0001,xi_zero_candidate_0001,1,5,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0001/fold_5
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,xi_zero,xi_zero,xi_zero__candidate_0001,xi_zero_candidate_0001,1,6,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0001/fold_6
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,xi_zero,xi_zero,xi_zero__candidate_0001,xi_zero_candidate_0001,1,7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0001/fold_7
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,xi_zero,xi_zero,xi_zero__candidate_0002,xi_zero_candidate_0002,2,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0002/fold_1
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,xi_zero,xi_zero,xi_zero__candidate_0002,xi_zero_candidate_0002,2,2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0002/fold_2
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,xi_zero,xi_zero,xi_zero__candidate_0002,xi_zero_candidate_0002,2,3,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0002/fold_3
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,xi_zero,xi_zero,xi_zero__candidate_0002,xi_zero_candidate_0002,2,4,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0002/fold_4
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,xi_zero,xi_zero,xi_zero__candidate_0002,xi_zero_candidate_0002,2,5,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0002/fold_5
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,xi_zero,xi_zero,xi_zero__candidate_0002,xi_zero_candidate_0002,2,6,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0002/fold_6
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,xi_zero,xi_zero,xi_zero__candidate_0002,xi_zero_candidate_0002,2,7,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0002/fold_7
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,xi_zero,xi_zero,xi_zero__candidate_0003,xi_zero_candidate_0003,3,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0003/fold_1
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,xi_zero,xi_zero,xi_zero__candidate_0003,xi_zero_candidate_0003,3,2,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0003/fold_2
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,xi_zero,xi_zero,xi_zero__candidate_0003,xi_zero_candidate_0003,3,3,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0003/fold_3
cv,7,train_cv,6,1,/orcd/home/002/phevosp/MPLE-Causal-Inference/data/configs/REVISIONS/hybrid/cv_spec.yaml,partial_confounding,partial_confounding,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding,xi_zero,xi_zero,xi_zero__candidate_0003,xi_zero_candidate_0003,3,4,/orcd/home/002/phevosp/MPLE-Causal-Inference/experiments/Hybrid/partial_confounding/cv_runs/xi_zero/candidates/xi_zero_candidate_0003/fold_4
